session_id,date,customer_id,channel,device,landing_page,sessions,bounces
S20250825-Or-Mo-6217,2025-08-25,,Organic,Mobile,/,134,52
S20250825-Re-De-8007,2025-08-25,,Referral,Desktop,/,30,10
S20250825-Re-Mo-1415,2025-08-25,,Referral,Mobile,/,8,3
S20250826-Pa-De-9764,2025-08-26,,Paid Search,Desktop,/,83,29
S20250826-Pa-Mo-8386,2025-08-26,,Paid Search,Mobile,/,79,27
S20250826-Pa-De-4735,2025-08-26,,Paid Social,Desktop,/,19,9
S20250826-Pa-Mo-9114,2025-08-26,,Paid Social,Mobile,/,123,61
S20250826-Em-De-8483,2025-08-26,,Email,Desktop,/,10,2
S20250826-Em-Mo-5132,2025-08-26,,Email,Mobile,/,70,17
S20250826-Or-De-3090,2025-08-26,,Organic,Desktop,/,25,8
S20250826-Or-Mo-2116,2025-08-26,,Organic,Mobile,/,141,47
S20250826-Re-De-4345,2025-08-26,,Referral,Desktop,/,20,7
S20250826-Re-Mo-7996,2025-08-26,,Referral,Mobile,/,26,8
S20250827-Pa-De-5744,2025-08-27,,Paid Search,Desktop,/,36,11
S20250827-Pa-Mo-8735,2025-08-27,,Paid Search,Mobile,/,136,43
S20250827-Pa-De-3725,2025-08-27,,Paid Social,Desktop,/,44,20
S20250827-Pa-Mo-5599,2025-08-27,,Paid Social,Mobile,/,128,58
S20250827-Em-De-4278,2025-08-27,,Email,Desktop,/,50,16
S20250827-Em-Mo-3038,2025-08-27,,Email,Mobile,/,16,5
S20250827-Or-De-8001,2025-08-27,,Organic,Desktop,/,110,35
S20250827-Or-Mo-2387,2025-08-27,,Organic,Mobile,/,70,23
S20250827-Re-De-2595,2025-08-27,,Referral,Desktop,/,30,11
S20250827-Re-Mo-9308,2025-08-27,,Referral,Mobile,/,15,5
S20250828-Pa-De-7062,2025-08-28,,Paid Search,Desktop,/,61,23
S20250828-Pa-Mo-4079,2025-08-28,,Paid Search,Mobile,/,147,57
S20250828-Pa-De-1312,2025-08-28,,Paid Social,Desktop,/,1,0
S20250828-Pa-Mo-7671,2025-08-28,,Paid Social,Mobile,/,179,91
S20250828-Em-De-9092,2025-08-28,,Email,Desktop,/,19,6
S20250828-Em-Mo-8278,2025-08-28,,Email,Mobile,/,68,20
S20250828-Or-De-4638,2025-08-28,,Organic,Desktop,/,20,6
S20250828-Or-Mo-8517,2025-08-28,,Organic,Mobile,/,179,54
S20250828-Re-De-2904,2025-08-28,,Referral,Desktop,/,45,14
S20250828-Re-Mo-7165,2025-08-28,,Referral,Mobile,/,6,1
S20250829-Pa-De-2820,2025-08-29,,Paid Search,Desktop,/,92,33
S20250829-Pa-Mo-9840,2025-08-29,,Paid Search,Mobile,/,43,15
S20250829-Pa-De-6233,2025-08-29,,Paid Social,Desktop,/,16,6
S20250829-Pa-Mo-6635,2025-08-29,,Paid Social,Mobile,/,104,43
S20250829-Em-De-1462,2025-08-29,,Email,Desktop,/,2,0
S20250829-Em-Mo-7707,2025-08-29,,Email,Mobile,/,50,11
S20250829-Or-De-9003,2025-08-29,,Organic,Desktop,/,69,25
S20250829-Or-Mo-1337,2025-08-29,,Organic,Mobile,/,68,25
S20250829-Re-De-1871,2025-08-29,,Referral,Desktop,/,4,1
S20250829-Re-Mo-4409,2025-08-29,,Referral,Mobile,/,22,4
S20250830-Pa-De-7565,2025-08-30,,Paid Search,Desktop,/,90,33
S20250830-Pa-Mo-8105,2025-08-30,,Paid Search,Mobile,/,166,61
S20250830-Pa-De-7824,2025-08-30,,Paid Social,Desktop,/,23,10
S20250830-Pa-Mo-2459,2025-08-30,,Paid Social,Mobile,/,197,89
S20250830-Em-De-8601,2025-08-30,,Email,Desktop,/,31,8
S20250830-Em-Mo-3373,2025-08-30,,Email,Mobile,/,75,20
S20250830-Or-De-7992,2025-08-30,,Organic,Desktop,/,8,2
S20250830-Or-Mo-1738,2025-08-30,,Organic,Mobile,/,236,79
S20250830-Re-De-5000,2025-08-30,,Referral,Desktop,/,12,4
S20250830-Re-Mo-5545,2025-08-30,,Referral,Mobile,/,52,19
S20250831-Pa-De-7745,2025-08-31,,Paid Search,Desktop,/,37,12
S20250831-Pa-Mo-6202,2025-08-31,,Paid Search,Mobile,/,153,50
S20250831-Pa-De-6321,2025-08-31,,Paid Social,Desktop,/,9,4
S20250831-Pa-Mo-8148,2025-08-31,,Paid Social,Mobile,/,176,76
S20250831-Em-De-8197,2025-08-31,,Email,Desktop,/,1,0
S20250831-Em-Mo-2702,2025-08-31,,Email,Mobile,/,81,24
S20250831-Or-De-1265,2025-08-31,,Organic,Desktop,/,44,15
S20250831-Or-Mo-9219,2025-08-31,,Organic,Mobile,/,157,55
S20250831-Re-De-9292,2025-08-31,,Referral,Desktop,/,11,3
S20250831-Re-Mo-6398,2025-08-31,,Referral,Mobile,/,39,12
S20250901-Pa-De-5640,2025-09-01,,Paid Search,Desktop,/,28,11
S20250901-Pa-Mo-6333,2025-09-01,,Paid Search,Mobile,/,155,59
S20250901-Pa-De-6960,2025-09-01,,Paid Social,Desktop,/,103,55
S20250901-Pa-Mo-9343,2025-09-01,,Paid Social,Mobile,/,84,44
S20250901-Em-De-5191,2025-09-01,,Email,Desktop,/,47,14
S20250901-Em-Mo-8156,2025-09-01,,Email,Mobile,/,43,13
S20250901-Or-De-2609,2025-09-01,,Organic,Desktop,/,2,0
S20250901-Or-Mo-7714,2025-09-01,,Organic,Mobile,/,190,51
S20250901-Re-De-3053,2025-09-01,,Referral,Desktop,/,27,7
S20250901-Re-Mo-8763,2025-09-01,,Referral,Mobile,/,25,7
S20250902-Pa-De-4417,2025-09-02,,Paid Search,Desktop,/,75,27
S20250902-Pa-Mo-1248,2025-09-02,,Paid Search,Mobile,/,72,26
S20250902-Pa-De-3694,2025-09-02,,Paid Social,Desktop,/,67,30
S20250902-Pa-Mo-6493,2025-09-02,,Paid Social,Mobile,/,68,30
S20250902-Em-De-2089,2025-09-02,,Email,Desktop,/,18,6
S20250902-Em-Mo-9421,2025-09-02,,Email,Mobile,/,37,13
S20250902-Or-De-7633,2025-09-02,,Organic,Desktop,/,17,5
S20250902-Or-Mo-1232,2025-09-02,,Organic,Mobile,/,105,32
S20250902-Re-De-4779,2025-09-02,,Referral,Desktop,/,30,10
S20250902-Re-Mo-6654,2025-09-02,,Referral,Mobile,/,5,2
S20250903-Pa-De-2960,2025-09-03,,Paid Search,Desktop,/,9,2
S20250903-Pa-Mo-8902,2025-09-03,,Paid Search,Mobile,/,40,11
S20250903-Pa-De-9307,2025-09-03,,Paid Social,Desktop,/,26,12
S20250903-Pa-Mo-8570,2025-09-03,,Paid Social,Mobile,/,29,13
S20250903-Em-De-8805,2025-09-03,,Email,Desktop,/,13,2
S20250903-Em-Mo-1968,2025-09-03,,Email,Mobile,/,15,3
S20250903-Or-De-5819,2025-09-03,,Organic,Desktop,/,63,19
S20250903-Or-Mo-8632,2025-09-03,,Organic,Mobile,/,22,6
S20250903-Re-De-2495,2025-09-03,,Referral,Desktop,/,2,1
S20250903-Re-Mo-8978,2025-09-03,,Referral,Mobile,/,17,8
S20250904-Pa-De-5080,2025-09-04,,Paid Search,Desktop,/,19,6
S20250904-Pa-Mo-7377,2025-09-04,,Paid Search,Mobile,/,66,22
S20250904-Pa-De-5477,2025-09-04,,Paid Social,Desktop,/,3,1
S20250904-Pa-Mo-2371,2025-09-04,,Paid Social,Mobile,/,72,25
S20250904-Em-De-5998,2025-09-04,,Email,Desktop,/,35,8
S20250904-Em-Mo-5342,2025-09-04,,Email,Mobile,/,18,4
S20250904-Or-De-7914,2025-09-04,,Organic,Desktop,/,20,8
S20250904-Or-Mo-6306,2025-09-04,,Organic,Mobile,/,57,24
S20250904-Re-De-9387,2025-09-04,,Referral,Desktop,/,9,3
S20250904-Re-Mo-4096,2025-09-04,,Referral,Mobile,/,9,2
S20250905-Pa-De-6878,2025-09-05,,Paid Search,Desktop,/,45,18
S20250905-Pa-Mo-5509,2025-09-05,,Paid Search,Mobile,/,100,39
S20250905-Pa-De-8807,2025-09-05,,Paid Social,Desktop,/,116,50
S20250905-Pa-Mo-2412,2025-09-05,,Paid Social,Mobile,/,14,6
S20250905-Em-De-5290,2025-09-05,,Email,Desktop,/,32,7
S20250905-Em-Mo-5142,2025-09-05,,Email,Mobile,/,35,8
S20250905-Or-De-8345,2025-09-05,,Organic,Desktop,/,22,7
S20250905-Or-Mo-9306,2025-09-05,,Organic,Mobile,/,130,41
S20250905-Re-De-2568,2025-09-05,,Referral,Desktop,/,8,3
S20250905-Re-Mo-1741,2025-09-05,,Referral,Mobile,/,40,15
S20250906-Pa-De-5808,2025-09-06,,Paid Search,Desktop,/,176,67
S20250906-Pa-Mo-9833,2025-09-06,,Paid Search,Mobile,/,92,35
S20250906-Pa-De-4106,2025-09-06,,Paid Social,Desktop,/,77,36
S20250906-Pa-Mo-9975,2025-09-06,,Paid Social,Mobile,/,187,87
S20250906-Em-De-4481,2025-09-06,,Email,Desktop,/,76,17
S20250906-Em-Mo-6772,2025-09-06,,Email,Mobile,/,49,11
S20250906-Or-De-8051,2025-09-06,,Organic,Desktop,/,100,31
S20250906-Or-Mo-5068,2025-09-06,,Organic,Mobile,/,191,60
S20250906-Re-De-6869,2025-09-06,,Referral,Desktop,/,1,0
S20250906-Re-Mo-9273,2025-09-06,,Referral,Mobile,/,65,19
S20250907-Pa-De-1170,2025-09-07,,Paid Search,Desktop,/,25,6
S20250907-Pa-Mo-9769,2025-09-07,,Paid Search,Mobile,/,9,2
S20250907-Pa-De-8755,2025-09-07,,Paid Social,Desktop,/,24,12
S20250907-Pa-Mo-9986,2025-09-07,,Paid Social,Mobile,/,29,14
S20250907-Em-De-8720,2025-09-07,,Email,Desktop,/,6,1
S20250907-Em-Mo-3621,2025-09-07,,Email,Mobile,/,9,2
S20250907-Or-De-5918,2025-09-07,,Organic,Desktop,/,5,1
S20250907-Or-Mo-9715,2025-09-07,,Organic,Mobile,/,58,20
S20250907-Re-De-8617,2025-09-07,,Referral,Desktop,/,1,0
S20250907-Re-Mo-9082,2025-09-07,,Referral,Mobile,/,17,2
S20250908-Pa-De-9369,2025-09-08,,Paid Search,Desktop,/,22,7
S20250908-Pa-Mo-6542,2025-09-08,,Paid Search,Mobile,/,133,47
S20250908-Pa-De-7326,2025-09-08,,Paid Social,Desktop,/,12,6
S20250908-Pa-Mo-9207,2025-09-08,,Paid Social,Mobile,/,125,66
S20250908-Em-De-2113,2025-09-08,,Email,Desktop,/,41,13
S20250908-Em-Mo-1983,2025-09-08,,Email,Mobile,/,17,5
S20250908-Or-De-7652,2025-09-08,,Organic,Desktop,/,22,9
S20250908-Or-Mo-5387,2025-09-08,,Organic,Mobile,/,119,48
S20250908-Re-De-7568,2025-09-08,,Referral,Desktop,/,11,3
S20250908-Re-Mo-9852,2025-09-08,,Referral,Mobile,/,27,9
S20250909-Pa-De-1458,2025-09-09,,Paid Search,Desktop,/,1,0
S20250909-Pa-Mo-8580,2025-09-09,,Paid Search,Mobile,/,137,59
S20250909-Pa-De-6643,2025-09-09,,Paid Social,Desktop,/,35,16
S20250909-Pa-Mo-1942,2025-09-09,,Paid Social,Mobile,/,87,42
S20250909-Em-De-1258,2025-09-09,,Email,Desktop,/,31,10
S20250909-Em-Mo-2110,2025-09-09,,Email,Mobile,/,22,7
S20250909-Or-De-6140,2025-09-09,,Organic,Desktop,/,50,19
S20250909-Or-Mo-3686,2025-09-09,,Organic,Mobile,/,75,28
S20250909-Re-De-5738,2025-09-09,,Referral,Desktop,/,10,4
S20250909-Re-Mo-1391,2025-09-09,,Referral,Mobile,/,20,10
S20250910-Pa-De-7875,2025-09-10,,Paid Search,Desktop,/,14,5
S20250910-Pa-Mo-7828,2025-09-10,,Paid Search,Mobile,/,130,48
S20250910-Pa-De-4163,2025-09-10,,Paid Social,Desktop,/,23,11
S20250910-Pa-Mo-8488,2025-09-10,,Paid Social,Mobile,/,109,50
S20250910-Em-De-9155,2025-09-10,,Email,Desktop,/,23,6
S20250910-Em-Mo-8069,2025-09-10,,Email,Mobile,/,27,7
S20250910-Or-De-7444,2025-09-10,,Organic,Desktop,/,147,42
S20250910-Or-Mo-2840,2025-09-10,,Organic,Mobile,/,8,2
S20250910-Re-De-6340,2025-09-10,,Referral,Desktop,/,0,0
S20250910-Re-Mo-1452,2025-09-10,,Referral,Mobile,/,40,10
S20250911-Pa-De-7363,2025-09-11,,Paid Search,Desktop,/,11,4
S20250911-Pa-Mo-9079,2025-09-11,,Paid Search,Mobile,/,128,52
S20250911-Pa-De-5521,2025-09-11,,Paid Social,Desktop,/,58,29
S20250911-Pa-Mo-4047,2025-09-11,,Paid Social,Mobile,/,63,32
S20250911-Em-De-2627,2025-09-11,,Email,Desktop,/,20,6
S20250911-Em-Mo-7043,2025-09-11,,Email,Mobile,/,38,12
S20250911-Or-De-2474,2025-09-11,,Organic,Desktop,/,26,9
S20250911-Or-Mo-7477,2025-09-11,,Organic,Mobile,/,108,36
S20250911-Re-De-4973,2025-09-11,,Referral,Desktop,/,20,7
S20250911-Re-Mo-7661,2025-09-11,,Referral,Mobile,/,25,9
S20250912-Pa-De-6776,2025-09-12,,Paid Search,Desktop,/,61,25
S20250912-Pa-Mo-1444,2025-09-12,,Paid Search,Mobile,/,115,46
S20250912-Pa-De-7771,2025-09-12,,Paid Social,Desktop,/,55,22
S20250912-Pa-Mo-5688,2025-09-12,,Paid Social,Mobile,/,81,33
S20250912-Em-De-9532,2025-09-12,,Email,Desktop,/,1,0
S20250912-Em-Mo-1733,2025-09-12,,Email,Mobile,/,58,14
S20250912-Or-De-9031,2025-09-12,,Organic,Desktop,/,41,12
S20250912-Or-Mo-2419,2025-09-12,,Organic,Mobile,/,135,42
S20250912-Re-De-6435,2025-09-12,,Referral,Desktop,/,36,8
S20250912-Re-Mo-5800,2025-09-12,,Referral,Mobile,/,4,0
S20250913-Pa-De-6785,2025-09-13,,Paid Search,Desktop,/,30,10
S20250913-Pa-Mo-6093,2025-09-13,,Paid Search,Mobile,/,143,47
S20250913-Pa-De-3333,2025-09-13,,Paid Social,Desktop,/,45,20
S20250913-Pa-Mo-5386,2025-09-13,,Paid Social,Mobile,/,114,49
S20250913-Em-De-2108,2025-09-13,,Email,Desktop,/,10,2
S20250913-Em-Mo-5756,2025-09-13,,Email,Mobile,/,52,12
S20250913-Or-De-4338,2025-09-13,,Organic,Desktop,/,29,9
S20250913-Or-Mo-6804,2025-09-13,,Organic,Mobile,/,156,48
S20250913-Re-De-1874,2025-09-13,,Referral,Desktop,/,4,1
S20250913-Re-Mo-8303,2025-09-13,,Referral,Mobile,/,45,12
S20250914-Pa-De-8492,2025-09-14,,Paid Search,Desktop,/,23,7
S20250914-Pa-Mo-4438,2025-09-14,,Paid Search,Mobile,/,142,47
S20250914-Pa-De-4930,2025-09-14,,Paid Social,Desktop,/,54,23
S20250914-Pa-Mo-5960,2025-09-14,,Paid Social,Mobile,/,115,51
S20250914-Em-De-9934,2025-09-14,,Email,Desktop,/,31,6
S20250914-Em-Mo-7728,2025-09-14,,Email,Mobile,/,41,7
S20250914-Or-De-6609,2025-09-14,,Organic,Desktop,/,64,20
S20250914-Or-Mo-8778,2025-09-14,,Organic,Mobile,/,103,31
S20250914-Re-De-8719,2025-09-14,,Referral,Desktop,/,6,1
S20250914-Re-Mo-5310,2025-09-14,,Referral,Mobile,/,42,7
S20250915-Pa-De-3856,2025-09-15,,Paid Search,Desktop,/,30,11
S20250915-Pa-Mo-6578,2025-09-15,,Paid Search,Mobile,/,81,30
S20250915-Pa-De-4374,2025-09-15,,Paid Social,Desktop,/,12,7
S20250915-Pa-Mo-8640,2025-09-15,,Paid Social,Mobile,/,97,54
S20250915-Em-De-3113,2025-09-15,,Email,Desktop,/,47,15
S20250915-Em-Mo-8555,2025-09-15,,Email,Mobile,/,20,6
S20250915-Or-De-4106,2025-09-15,,Organic,Desktop,/,10,3
S20250915-Or-Mo-4936,2025-09-15,,Organic,Mobile,/,106,37
S20250915-Re-De-3040,2025-09-15,,Referral,Desktop,/,15,8
S20250915-Re-Mo-8934,2025-09-15,,Referral,Mobile,/,19,10
S20250916-Pa-De-3496,2025-09-16,,Paid Search,Desktop,/,19,7
S20250916-Pa-Mo-4562,2025-09-16,,Paid Search,Mobile,/,161,60
S20250916-Pa-De-3781,2025-09-16,,Paid Social,Desktop,/,97,46
S20250916-Pa-Mo-3612,2025-09-16,,Paid Social,Mobile,/,27,13
S20250916-Em-De-4495,2025-09-16,,Email,Desktop,/,26,7
S20250916-Em-Mo-9856,2025-09-16,,Email,Mobile,/,43,12
S20250916-Or-De-8573,2025-09-16,,Organic,Desktop,/,84,29
S20250916-Or-Mo-2934,2025-09-16,,Organic,Mobile,/,78,27
S20250916-Re-De-2794,2025-09-16,,Referral,Desktop,/,4,1
S20250916-Re-Mo-3720,2025-09-16,,Referral,Mobile,/,21,8
S20250917-Pa-De-6351,2025-09-17,,Paid Search,Desktop,/,110,41
S20250917-Pa-Mo-2979,2025-09-17,,Paid Search,Mobile,/,39,14
S20250917-Pa-De-7402,2025-09-17,,Paid Social,Desktop,/,77,38
S20250917-Pa-Mo-9047,2025-09-17,,Paid Social,Mobile,/,98,48
S20250917-Em-De-1698,2025-09-17,,Email,Desktop,/,7,2
S20250917-Em-Mo-1437,2025-09-17,,Email,Mobile,/,90,27
S20250917-Or-De-6278,2025-09-17,,Organic,Desktop,/,39,11
S20250917-Or-Mo-1959,2025-09-17,,Organic,Mobile,/,177,52
S20250917-Re-De-6008,2025-09-17,,Referral,Desktop,/,1,0
S20250917-Re-Mo-7085,2025-09-17,,Referral,Mobile,/,46,16
S20250918-Pa-De-2108,2025-09-18,,Paid Search,Desktop,/,25,11
S20250918-Pa-Mo-3679,2025-09-18,,Paid Search,Mobile,/,54,22
S20250918-Pa-De-3302,2025-09-18,,Paid Social,Desktop,/,4,2
S20250918-Pa-Mo-2075,2025-09-18,,Paid Social,Mobile,/,88,41
S20250918-Em-De-3821,2025-09-18,,Email,Desktop,/,6,1
S20250918-Em-Mo-3380,2025-09-18,,Email,Mobile,/,29,8
S20250918-Or-De-9664,2025-09-18,,Organic,Desktop,/,67,22
S20250918-Or-Mo-2638,2025-09-18,,Organic,Mobile,/,43,15
S20250918-Re-De-9698,2025-09-18,,Referral,Desktop,/,4,1
S20250918-Re-Mo-7247,2025-09-18,,Referral,Mobile,/,29,14
S20250919-Pa-De-6056,2025-09-19,,Paid Search,Desktop,/,21,5
S20250919-Pa-Mo-8057,2025-09-19,,Paid Search,Mobile,/,136,37
S20250919-Pa-De-8567,2025-09-19,,Paid Social,Desktop,/,9,4
S20250919-Pa-Mo-1398,2025-09-19,,Paid Social,Mobile,/,121,61
S20250919-Em-De-3461,2025-09-19,,Email,Desktop,/,39,9
S20250919-Em-Mo-9593,2025-09-19,,Email,Mobile,/,23,6
S20250919-Or-De-6051,2025-09-19,,Organic,Desktop,/,24,9
S20250919-Or-Mo-1670,2025-09-19,,Organic,Mobile,/,132,52
S20250919-Re-De-5431,2025-09-19,,Referral,Desktop,/,10,3
S20250919-Re-Mo-1569,2025-09-19,,Referral,Mobile,/,26,9
S20250920-Pa-De-2341,2025-09-20,,Paid Search,Desktop,/,32,12
S20250920-Pa-Mo-3087,2025-09-20,,Paid Search,Mobile,/,205,78
S20250920-Pa-De-2405,2025-09-20,,Paid Social,Desktop,/,3,1
S20250920-Pa-Mo-9979,2025-09-20,,Paid Social,Mobile,/,217,105
S20250920-Em-De-6307,2025-09-20,,Email,Desktop,/,25,7
S20250920-Em-Mo-5216,2025-09-20,,Email,Mobile,/,87,24
S20250920-Or-De-7719,2025-09-20,,Organic,Desktop,/,99,35
S20250920-Or-Mo-5445,2025-09-20,,Organic,Mobile,/,166,58
S20250920-Re-De-8958,2025-09-20,,Referral,Desktop,/,19,5
S20250920-Re-Mo-6288,2025-09-20,,Referral,Mobile,/,60,18
S20250921-Pa-De-9498,2025-09-21,,Paid Search,Desktop,/,225,74
S20250921-Pa-Mo-9312,2025-09-21,,Paid Search,Mobile,/,30,10
S20250921-Pa-De-2346,2025-09-21,,Paid Social,Desktop,/,174,89
S20250921-Pa-Mo-9820,2025-09-21,,Paid Social,Mobile,/,74,37
S20250921-Em-De-9047,2025-09-21,,Email,Desktop,/,22,7
S20250921-Em-Mo-5902,2025-09-21,,Email,Mobile,/,103,32
S20250921-Or-De-1623,2025-09-21,,Organic,Desktop,/,185,67
S20250921-Or-Mo-2047,2025-09-21,,Organic,Mobile,/,87,31
S20250921-Re-De-1081,2025-09-21,,Referral,Desktop,/,1,0
S20250921-Re-Mo-2179,2025-09-21,,Referral,Mobile,/,60,18
S20250922-Pa-De-3486,2025-09-22,,Paid Search,Desktop,/,6,2
S20250922-Pa-Mo-6834,2025-09-22,,Paid Search,Mobile,/,139,54
S20250922-Pa-De-6254,2025-09-22,,Paid Social,Desktop,/,68,27
S20250922-Pa-Mo-7345,2025-09-22,,Paid Social,Mobile,/,65,27
S20250922-Em-De-8967,2025-09-22,,Email,Desktop,/,29,7
S20250922-Em-Mo-6941,2025-09-22,,Email,Mobile,/,32,7
S20250922-Or-De-2526,2025-09-22,,Organic,Desktop,/,14,4
S20250922-Or-Mo-1788,2025-09-22,,Organic,Mobile,/,139,47
S20250922-Re-De-9707,2025-09-22,,Referral,Desktop,/,3,1
S20250922-Re-Mo-7640,2025-09-22,,Referral,Mobile,/,26,11
S20250923-Pa-De-4871,2025-09-23,,Paid Search,Desktop,/,10,4
S20250923-Pa-Mo-6513,2025-09-23,,Paid Search,Mobile,/,111,44
S20250923-Pa-De-1977,2025-09-23,,Paid Social,Desktop,/,35,16
S20250923-Pa-Mo-1634,2025-09-23,,Paid Social,Mobile,/,79,35
S20250923-Em-De-7695,2025-09-23,,Email,Desktop,/,14,4
S20250923-Em-Mo-8194,2025-09-23,,Email,Mobile,/,42,14
S20250923-Or-De-4522,2025-09-23,,Organic,Desktop,/,62,24
S20250923-Or-Mo-5418,2025-09-23,,Organic,Mobile,/,55,21
S20250923-Re-De-9096,2025-09-23,,Referral,Desktop,/,15,4
S20250923-Re-Mo-4881,2025-09-23,,Referral,Mobile,/,11,2
S20250924-Pa-De-3898,2025-09-24,,Paid Search,Desktop,/,19,6
S20250924-Pa-Mo-6856,2025-09-24,,Paid Search,Mobile,/,87,27
S20250924-Pa-De-7482,2025-09-24,,Paid Social,Desktop,/,56,24
S20250924-Pa-Mo-6795,2025-09-24,,Paid Social,Mobile,/,20,8
S20250924-Em-De-3308,2025-09-24,,Email,Desktop,/,18,1
S20250924-Em-Mo-5792,2025-09-24,,Email,Mobile,/,21,2
S20250924-Or-De-1336,2025-09-24,,Organic,Desktop,/,47,17
S20250924-Or-Mo-2867,2025-09-24,,Organic,Mobile,/,61,22
S20250924-Re-De-6083,2025-09-24,,Referral,Desktop,/,7,3
S20250924-Re-Mo-4560,2025-09-24,,Referral,Mobile,/,17,7
S20250925-Pa-De-3046,2025-09-25,,Paid Search,Desktop,/,58,19
S20250925-Pa-Mo-3881,2025-09-25,,Paid Search,Mobile,/,60,19
S20250925-Pa-De-9727,2025-09-25,,Paid Social,Desktop,/,50,24
S20250925-Pa-Mo-8060,2025-09-25,,Paid Social,Mobile,/,59,29
S20250925-Em-De-5946,2025-09-25,,Email,Desktop,/,40,9
S20250925-Em-Mo-6825,2025-09-25,,Email,Mobile,/,11,2
S20250925-Or-De-7146,2025-09-25,,Organic,Desktop,/,38,11
S20250925-Or-Mo-5990,2025-09-25,,Organic,Mobile,/,97,29
S20250925-Re-De-7746,2025-09-25,,Referral,Desktop,/,1,0
S20250925-Re-Mo-3133,2025-09-25,,Referral,Mobile,/,34,11
S20250926-Pa-De-7849,2025-09-26,,Paid Search,Desktop,/,5,2
S20250926-Pa-Mo-7686,2025-09-26,,Paid Search,Mobile,/,135,55
S20250926-Pa-De-1567,2025-09-26,,Paid Social,Desktop,/,36,16
S20250926-Pa-Mo-6958,2025-09-26,,Paid Social,Mobile,/,99,44
S20250926-Em-De-5616,2025-09-26,,Email,Desktop,/,41,9
S20250926-Em-Mo-6014,2025-09-26,,Email,Mobile,/,11,2
S20250926-Or-De-4622,2025-09-26,,Organic,Desktop,/,14,4
S20250926-Or-Mo-1464,2025-09-26,,Organic,Mobile,/,146,48
S20250926-Re-De-7473,2025-09-26,,Referral,Desktop,/,6,1
S20250926-Re-Mo-4800,2025-09-26,,Referral,Mobile,/,18,3
S20250927-Pa-De-3819,2025-09-27,,Paid Search,Desktop,/,92,38
S20250927-Pa-Mo-3285,2025-09-27,,Paid Search,Mobile,/,48,20
S20250927-Pa-De-6161,2025-09-27,,Paid Social,Desktop,/,31,15
S20250927-Pa-Mo-4420,2025-09-27,,Paid Social,Mobile,/,79,39
S20250927-Em-De-7310,2025-09-27,,Email,Desktop,/,17,4
S20250927-Em-Mo-7042,2025-09-27,,Email,Mobile,/,44,9
S20250927-Or-De-5516,2025-09-27,,Organic,Desktop,/,97,29
S20250927-Or-Mo-2259,2025-09-27,,Organic,Mobile,/,43,13
S20250927-Re-De-9075,2025-09-27,,Referral,Desktop,/,5,1
S20250927-Re-Mo-4669,2025-09-27,,Referral,Mobile,/,36,13
S20250928-Pa-De-5197,2025-09-28,,Paid Search,Desktop,/,13,4
S20250928-Pa-Mo-1088,2025-09-28,,Paid Search,Mobile,/,185,70
S20250928-Pa-De-1607,2025-09-28,,Paid Social,Desktop,/,97,49
S20250928-Pa-Mo-1285,2025-09-28,,Paid Social,Mobile,/,78,40
S20250928-Em-De-9207,2025-09-28,,Email,Desktop,/,3,1
S20250928-Em-Mo-9752,2025-09-28,,Email,Mobile,/,70,24
S20250928-Or-De-9705,2025-09-28,,Organic,Desktop,/,5,2
S20250928-Or-Mo-7103,2025-09-28,,Organic,Mobile,/,191,71
S20250928-Re-De-4716,2025-09-28,,Referral,Desktop,/,13,4
S20250928-Re-Mo-7754,2025-09-28,,Referral,Mobile,/,38,13
S20250929-Pa-De-5718,2025-09-29,,Paid Search,Desktop,/,9,4
S20250929-Pa-Mo-3676,2025-09-29,,Paid Search,Mobile,/,132,61
S20250929-Pa-De-2767,2025-09-29,,Paid Social,Desktop,/,10,4
S20250929-Pa-Mo-6164,2025-09-29,,Paid Social,Mobile,/,104,47
S20250929-Em-De-7466,2025-09-29,,Email,Desktop,/,27,7
S20250929-Em-Mo-6463,2025-09-29,,Email,Mobile,/,19,5
S20250929-Or-De-3985,2025-09-29,,Organic,Desktop,/,77,21
S20250929-Or-Mo-6594,2025-09-29,,Organic,Mobile,/,63,18
S20250929-Re-De-7696,2025-09-29,,Referral,Desktop,/,9,1
S20250929-Re-Mo-4981,2025-09-29,,Referral,Mobile,/,22,3
S20250930-Pa-De-2478,2025-09-30,,Paid Search,Desktop,/,22,8
S20250930-Pa-Mo-5197,2025-09-30,,Paid Search,Mobile,/,81,30
S20250930-Pa-De-5250,2025-09-30,,Paid Social,Desktop,/,28,14
S20250930-Pa-Mo-5325,2025-09-30,,Paid Social,Mobile,/,66,32
S20250930-Em-De-9957,2025-09-30,,Email,Desktop,/,29,6
S20250930-Em-Mo-3612,2025-09-30,,Email,Mobile,/,22,5
S20250930-Or-De-3922,2025-09-30,,Organic,Desktop,/,28,9
S20250930-Or-Mo-9854,2025-09-30,,Organic,Mobile,/,87,30
S20250930-Re-De-6575,2025-09-30,,Referral,Desktop,/,9,2
S20250930-Re-Mo-2953,2025-09-30,,Referral,Mobile,/,28,9
