date,channel,campaign,adgroup,impressions,clicks,spend,conversions,revenue_attributed
2025-09-26,Paid Social,Retargeting,default,11064,134,30.91,2,104.83
2025-09-26,Paid Social,CreativeTest,default,6881,124,50.38,5,393.3
2025-09-26,Email,Welcome,default,616,43,36.28,1,90.44
2025-09-26,Email,Promo,default,500,35,64.92,1,61.41
2025-09-26,Email,Reactivation,default,5154,364,19.87,12,930.2
2025-09-27,Paid Search,Brand,default,2096,115,101.89,4,324.67
2025-09-27,Paid Search,Non-Brand,default,14417,793,446.31,29,2835.0
2025-09-27,Paid Search,Shopping,default,7586,242,155.39,10,1098.01
2025-09-27,Paid Social,Prospecting,default,9314,251,126.1,4,199.79
2025-09-27,Paid Social,Retargeting,default,11681,155,46.92,0,0.0
2025-09-27,Paid Social,CreativeTest,default,14536,281,67.5,8,484.61
2025-09-27,Email,Welcome,default,8032,424,66.62,16,1222.47
2025-09-27,Email,Promo,default,2825,316,50.55,10,620.65
2025-09-27,Email,Reactivation,default,6532,752,82.53,25,2385.41
2025-09-28,Paid Search,Brand,default,10959,445,213.55,8,785.86
2025-09-28,Paid Search,Non-Brand,default,13047,469,312.59,19,951.17
2025-09-28,Paid Search,Shopping,default,8780,446,279.63,10,898.31
2025-09-28,Paid Social,Prospecting,default,13972,283,82.84,5,186.94
2025-09-28,Paid Social,Retargeting,default,12150,242,86.85,7,453.2
2025-09-28,Paid Social,CreativeTest,default,7616,217,91.77,1,34.93
2025-09-28,Email,Welcome,default,2768,210,56.82,8,520.33
2025-09-28,Email,Promo,default,7167,419,60.43,15,1026.46
2025-09-28,Email,Reactivation,default,5121,514,108.21,26,1370.95
2025-09-29,Paid Search,Brand,default,11863,337,218.04,6,346.0
2025-09-29,Paid Search,Non-Brand,default,9942,504,219.92,14,919.78
2025-09-29,Paid Search,Shopping,default,11153,517,181.05,12,818.73
2025-09-29,Paid Social,Prospecting,default,15476,284,150.45,6,480.28
2025-09-29,Paid Social,Retargeting,default,12201,275,106.39,3,66.92
2025-09-29,Paid Social,CreativeTest,default,12745,269,88.3,2,103.84
2025-09-29,Email,Welcome,default,2239,182,66.93,6,554.01
2025-09-29,Email,Promo,default,4770,440,57.79,9,394.4
2025-09-29,Email,Reactivation,default,500,64,102.18,1,51.26
2025-09-30,Paid Search,Brand,default,8789,457,282.22,17,1031.32
2025-09-30,Paid Search,Non-Brand,default,13943,760,397.33,20,1162.04
2025-09-30,Paid Search,Shopping,default,9121,351,206.29,10,809.16
2025-09-30,Paid Social,Prospecting,default,12324,194,66.13,4,318.12
2025-09-30,Paid Social,Retargeting,default,9315,223,49.57,7,488.65
2025-09-30,Paid Social,CreativeTest,default,13704,169,36.3,5,371.24
2025-09-30,Email,Welcome,default,4141,389,62.15,10,258.34
2025-09-30,Email,Promo,default,3762,226,24.69,13,997.85
2025-09-30,Email,Reactivation,default,2151,196,22.7,7,453.27
